Title,Author,URL,Published,Summary,ID,Category
Using Python for Model Inference in Deep Learning,Zachary DeVito,"[{'@href': 'http://arxiv.org/abs/2104.00254v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2104.00254v1', '@rel': 'related', '@type': 'application/pdf'}]",2021-04-01T04:48:52Z,"Python has become the de-facto language for training deep neural networks,
coupling a large suite of scientific computing libraries with efficient
libraries for tensor computation such as PyTorch or TensorFlow. However, when
models are used for inference they are typically extracted from Python as
TensorFlow graphs or TorchScript programs in order to meet performance and
packaging constraints. The extraction process can be time consuming, impeding
fast prototyping. We show how it is possible to meet these performance and
packaging constraints while performing inference in Python. In particular, we
present a way of using multiple Python interpreters within a single process to
achieve scalable inference and describe a new container format for models that
contains both native Python code and data. This approach simplifies the model
deployment story by eliminating the model extraction step, and makes it easier
to integrate existing performance-enhancing Python libraries. We evaluate our
design on a suite of popular PyTorch models on Github, showing how they can be
packaged in our inference format, and comparing their performance to
TorchScript. For larger models, our packaged Python models perform the same as
TorchScript, and for smaller models where there is some Python overhead, our
multi-interpreter approach ensures inference is still scalable.",http://arxiv.org/abs/2104.00254v1,
Python Type Hints are Turing Complete,Ori Roth,"[{'@href': 'http://arxiv.org/abs/2208.14755v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2208.14755v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-08-31T10:11:42Z,"Grigore showed that Java generics are Turing complete by describing a
reduction from Turing machines to Java subtyping. We apply Grigore's algorithm
to Python type hints and deduce that they are Turing complete. In addition, we
present an alternative reduction in which the Turing machines are simulated in
real time, resulting in significantly lower compilation times. Our work is
accompanied by a Python implementation of both reductions that compiles Turing
machines into Python subtyping machines.",http://arxiv.org/abs/2208.14755v1,
"OMB-Py: Python Micro-Benchmarks for Evaluating Performance of MPI
  Libraries on HPC Systems",Nawras Alnaasan,"[{'@href': 'http://arxiv.org/abs/2110.10659v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2110.10659v2', '@rel': 'related', '@type': 'application/pdf'}]",2021-10-20T16:59:14Z,"Python has become a dominant programming language for emerging areas like
Machine Learning (ML), Deep Learning (DL), and Data Science (DS). An attractive
feature of Python is that it provides easy-to-use programming interface while
allowing library developers to enhance performance of their applications by
harnessing the computing power offered by High Performance Computing (HPC)
platforms. Efficient communication is key to scaling applications on parallel
systems, which is typically enabled by the Message Passing Interface (MPI)
standard and compliant libraries on HPC hardware. mpi4py is a Python-based
communication library that provides an MPI-like interface for Python
applications allowing application developers to utilize parallel processing
elements including GPUs. However, there is currently no benchmark suite to
evaluate communication performance of mpi4py -- and Python MPI codes in general
-- on modern HPC systems. In order to bridge this gap, we propose OMB-Py --
Python extensions to the open-source OSU Micro-Benchmark (OMB) suite -- aimed
to evaluate communication performance of MPI-based parallel applications in
Python. To the best of our knowledge, OMB-Py is the first communication
benchmark suite for parallel Python applications. OMB-Py consists of a variety
of point-to-point and collective communication benchmark tests that are
implemented for a range of popular Python libraries including NumPy, CuPy,
Numba, and PyCUDA. Our evaluation reveals that mpi4py introduces a small
overhead when compared to native MPI libraries. We plan to publicly release
OMB-Py to benefit the Python HPC community.",http://arxiv.org/abs/2110.10659v2,
"Does Coding in Pythonic Zen Peak Performance? Preliminary Experiments of
  Nine Pythonic Idioms at Scale",Pattara Leelaprute,"[{'@href': 'http://arxiv.org/abs/2203.14484v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2203.14484v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-03-28T04:05:54Z,"In the field of data science, and for academics in general, the Python
programming language is a popular choice, mainly because of its libraries for
storing, manipulating, and gaining insight from data. Evidence includes the
versatile set of machine learning, data visualization, and manipulation
packages used for the ever-growing size of available data. The Zen of Python is
a set of guiding design principles that developers use to write acceptable and
elegant Python code. Most principles revolve around simplicity. However, as the
need to compute large amounts of data, performance has become a necessity for
the Python programmer. The new idea in this paper is to confirm whether writing
the Pythonic way peaks performance at scale. As a starting point, we conduct a
set of preliminary experiments to evaluate nine Pythonic code examples by
comparing the performance of both Pythonic and Non-Pythonic code snippets. Our
results reveal that writing in Pythonic idioms may save memory and time. We
show that incorporating list comprehension, generator expression, zip, and
itertools.zip_longest idioms can save up to 7,000 MB and up to 32.25 seconds.
The results open more questions on how they could be utilized in a real-world
setting. The replication package includes all scripts, and the results are
available at https://doi.org/10.5281/zenodo.5712349",http://arxiv.org/abs/2203.14484v1,
Pydelay - a python tool for solving delay differential equations,V. Flunkert,"[{'@href': 'http://arxiv.org/abs/0911.1633v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/0911.1633v1', '@rel': 'related', '@type': 'application/pdf'}]",2009-11-09T11:00:43Z,"pydelay is a python library which translates a system of delay differential
equations into C-code and simulates the code using scipy weave.",http://arxiv.org/abs/0911.1633v1,
Performance of Python runtimes on a non-numeric scientific code,Riccardo Murri,"[{'@href': 'http://arxiv.org/abs/1404.6388v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1404.6388v2', '@rel': 'related', '@type': 'application/pdf'}]",2014-04-25T10:55:48Z,"The Python library FatGHol FatGHoL used in Murri2012 to reckon the rational
homology of the moduli space of Riemann surfaces is an example of a non-numeric
scientific code: most of the processing it does is generating graphs
(represented by complex Python objects) and computing their isomorphisms (a
triple of Python lists; again a nested data structure). These operations are
repeated many times over: for example, the spaces and are triangulated by
4'583'322 and 747'664 graphs, respectively. This is an opportunity for every
Python runtime to prove its strength in optimization. The purpose of this
experiment was to assess the maturity of alternative Python runtimes, in terms
of: compatibility with the language as implemented in CPython 2.7, and
performance speedup. This paper compares the results and experiences from
running FatGHol with different Python runtimes: CPython 2.7.5, PyPy 2.1, Cython
0.19, Numba 0.11, Nuitka 0.4.4 and Falcon.",http://arxiv.org/abs/1404.6388v2,
"A Python Extension for the Massively Parallel Multiphysics Simulation
  Framework waLBerla",Martin Bauer,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.1080/17445760.2015.1118478', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/1511.07261v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1511.07261v1', '@rel': 'related', '@type': 'application/pdf'}]",2015-11-23T15:06:47Z,"We present a Python extension to the massively parallel HPC simulation
toolkit waLBerla. waLBerla is a framework for stencil based algorithms
operating on block-structured grids, with the main application field being
fluid simulations in complex geometries using the lattice Boltzmann method.
Careful performance engineering results in excellent node performance and good
scalability to over 400,000 cores. To increase the usability and flexibility of
the framework, a Python interface was developed. Python extensions are used at
all stages of the simulation pipeline: They simplify and automate scenario
setup, evaluation, and plotting. We show how our Python interface outperforms
the existing text-file-based configuration mechanism, providing features like
automatic nondimensionalization of physical quantities and handling of complex
parameter dependencies. Furthermore, Python is used to process and evaluate
results while the simulation is running, leading to smaller output files and
the possibility to adjust parameters dependent on the current simulation state.
C++ data structures are exported such that a seamless interfacing to other
numerical Python libraries is possible. The expressive power of Python and the
performance of C++ make development of efficient code with low time effort
possible.",http://arxiv.org/abs/1511.07261v1,
Generating Python Code From Object-Z Specifications,A. F. Al Azzawi,"[{'@href': 'http://arxiv.org/abs/1802.06224v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1802.06224v1', '@rel': 'related', '@type': 'application/pdf'}]",2018-02-17T11:41:24Z,"Object-Z is an object-oriented specification language which extends the Z
language with classes, objects, inheritance and polymorphism that can be used
to represent the specification of a complex system as collections of objects.
There are a number of existing works that mapped Object-Z to C++ and Java
programming languages. Since Python and Object-Z share many similarities, both
are object-oriented paradigm, support set theory and predicate calculus
moreover, Python is a functional programming language which is naturally closer
to formal specifications, we propose a mapping from Object-Z specifications to
Python code that covers some Object-Z constructs and express its specifications
in Python to validate these specifications. The validations are used in the
mapping covered preconditions, post-conditions, and invariants that are built
using lambda function and Python's decorator. This work has found Python is an
excellent language for developing libraries to map Object-Z specifications to
Python.",http://arxiv.org/abs/1802.06224v1,
Building a scalable python distribution for HEP data analysis,David Lange,"[{'@href': 'http://arxiv.org/abs/1804.08939v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1804.08939v1', '@rel': 'related', '@type': 'application/pdf'}]",2018-04-24T10:07:02Z,"There are numerous approaches to building analysis applications across the
high-energy physics community. Among them are Python-based, or at least
Python-driven, analysis workflows. We aim to ease the adoption of a
Python-based analysis toolkit by making it easier for non-expert users to gain
access to Python tools for scientific analysis. Experimental software
distributions and individual user analysis have quite different requirements.
Distributions tend to worry most about stability, usability and
reproducibility, while the users usually strive to be fast and nimble. We
discuss how we built and now maintain a python distribution for analysis while
satisfying requirements both a large software distribution (in our case, that
of CMSSW) and user, or laptop, level analysis. We pursued the integration of
tools used by the broader data science community as well as HEP developed
(e.g., histogrammar, root_numpy) Python packages. We discuss concepts we
investigated for package integration and testing, as well as issues we
encountered through this process. Distribution and platform support are
important topics. We discuss our approach and progress towards a sustainable
infrastructure for supporting this Python stack for the CMS user community and
for the broader HEP user community.",http://arxiv.org/abs/1804.08939v1,
The Dune Python Module,Andreas Dedner,"[{'@href': 'http://arxiv.org/abs/1807.05252v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1807.05252v1', '@rel': 'related', '@type': 'application/pdf'}]",2018-07-13T19:17:48Z,"In this paper we present the new Dune-Python module which provides Python
bindings for the Dune core, which is a C++ environment for solving partial
differential equations. The aim of this new module is to firstly provide the
general infrastructure for exporting realizations of statically polymorphic
interfaces based on just-in-time compilation and secondly to provide bindings
for the central interfaces of the dune core modules. In the first release we
focus on the grid interface. Our aim is to only introduce a thin layer when
passing objects into Python which can be removed when the object is passed back
into a C++ algorithm. Thus no efficiency is lost and little additional code
maintenance cost is incurred. To make the transition for Dune users to the
Python environment straightforward the Python classes provide a very similar
interface to their C++ counterparts. In addition, vectorized versions of many
interfaces allow for more efficient code on the Python side. The infrastructure
for exporting these interfaces and the resulting bindings for a Dune grid are
explained in detail in this paper for both experienced Dune users and others
interested in a flexible Python environment for implementing grid based schemes
for solving partial differential equations.",http://arxiv.org/abs/1807.05252v1,
How fast can we make interpreted Python?,Russell Power,"[{'@href': 'http://arxiv.org/abs/1306.6047v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1306.6047v2', '@rel': 'related', '@type': 'application/pdf'}]",2013-06-25T17:57:00Z,"Python is a popular dynamic language with a large part of its appeal coming
from powerful libraries and extension modules. These augment the language and
make it a productive environment for a wide variety of tasks, ranging from web
development (Django) to numerical analysis (NumPy). Unfortunately, Python's
performance is quite poor when compared to modern implementations of languages
such as Lua and JavaScript.
  Why does Python lag so far behind these other languages? As we show, the very
same API and extension libraries that make Python a powerful language also make
it very difficult to efficiently execute. Given that we want to retain access
to the great extension libraries that already exist for Python, how fast can we
make it?
  To evaluate this, we designed and implemented Falcon, a high-performance
bytecode interpreter fully compatible with the standard CPython interpreter.
Falcon applies a number of well known optimizations and introduces several new
techniques to speed up execution of Python bytecode. In our evaluation, we
found Falcon an average of 25% faster than the standard Python interpreter on
most benchmarks and in some cases about 2.5X faster.",http://arxiv.org/abs/1306.6047v2,
Image Processing in Python With Montage,John Good,"[{'@href': 'http://arxiv.org/abs/1908.09753v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1908.09753v1', '@rel': 'related', '@type': 'application/pdf'}]",2019-08-26T15:50:25Z,"The Montage image mosaic engine has found wide applicability in astronomy
research, integration into processing environments, and is an examplar
application for the development of advanced cyber-infrastructure. It is written
in C to provide performance and portability. Linking C/C++ libraries to the
Python kernel at run time as binary extensions allows them to run under Python
at compiled speeds and enables users to take advantage of all the functionality
in Python. We have built Python binary extensions of the 59 ANSI-C modules that
make up version 5 of the Montage toolkit. This has involved a turning the code
into a C library, with driver code fully separated to reproduce the calling
sequence of the command-line tools; and then adding Python and C linkage code
with the Cython library, which acts as a bridge between general C libraries and
the Python interface. We will demonstrate how to use these Python binary
extensions to perform image processing, including reprojecting and resampling
images, rectifying background emission to a common level, creation of image
mosaics that preserve the calibration and astrometric fidelity of the input
images, creating visualizations with an adaptive stretch algorithm, processing
HEALPix images, and analyzing and managing image metadata.",http://arxiv.org/abs/1908.09753v1,
"An Analysis of Python's Topics, Trends, and Technologies Through Mining
  Stack Overflow Discussions",Hamed Tahmooresi,"[{'@href': 'http://arxiv.org/abs/2004.06280v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2004.06280v1', '@rel': 'related', '@type': 'application/pdf'}]",2020-04-14T02:59:16Z,"Python is a popular, widely used, and general-purpose programming language.
In spite of its ever-growing community, researchers have not performed much
analysis on Python's topics, trends, and technologies which provides insights
for developers about Python community trends and main issues. In this article,
we examine the main topics related to this language being discussed by
developers on one of the most popular Q\&A websites, Stack Overflow, as well as
temporal trends through mining 2461876 posts. To be more useful for the
software engineers, we study what Python provides as the alternative to popular
technologies offered by common programming languages like Java. Our results
indicate that discussions about Python standard features, web programming, and
scientific programming. Programming in areas such as mathematics, data science,
statistics, machine learning, natural language processing (NLP), and so forth.
are the most popular areas in the Python community. At the same time, areas
related to scientific programming are steadily receiving more attention from
the Python developers.",http://arxiv.org/abs/2004.06280v1,
Python Workflows on HPC Systems,Dominik Strassel,"[{'@href': 'http://arxiv.org/abs/2012.00365v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2012.00365v1', '@rel': 'related', '@type': 'application/pdf'}]",2020-12-01T09:51:12Z,"The recent successes and wide spread application of compute intensive machine
learning and data analytics methods have been boosting the usage of the Python
programming language on HPC systems. While Python provides many advantages for
the users, it has not been designed with a focus on multi-user environments or
parallel programming - making it quite challenging to maintain stable and
secure Python workflows on a HPC system. In this paper, we analyze the key
problems induced by the usage of Python on HPC clusters and sketch appropriate
workarounds for efficiently maintaining multi-user Python software
environments, securing and restricting resources of Python jobs and containing
Python processes, while focusing on Deep Learning applications running on GPU
clusters.",http://arxiv.org/abs/2012.00365v1,
"Conflict-aware Inference of Python Compatible Runtime Environments with
  Domain Knowledge Graph",Wei Cheng,"[{'@href': 'http://arxiv.org/abs/2201.07029v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2201.07029v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-01-18T14:55:00Z,"Code sharing and reuse is a widespread use practice in software engineering.
Although a vast amount of open-source Python code is accessible on many online
platforms, programmers often find it difficult to restore a successful runtime
environment. Previous studies validated automatic inference of Python
dependencies using pre-built knowledge bases. However, these studies do not
cover sufficient knowledge to accurately match the Python code and also ignore
the potential conflicts between their inferred dependencies, thus resulting in
a low success rate of inference. In this paper, we propose PyCRE, a new
approach to automatically inferring Python compatible runtime environments with
domain knowledge graph (KG). Specifically, we design a domain-specific ontology
for Python third-party packages and construct KGs for over 10,000 popular
packages in Python 2 and Python 3. PyCRE discovers candidate libraries by
measuring the matching degree between the known libraries and the third-party
resources used in target code. For the NP-complete problem of dependency
solving, we propose a heuristic graph traversal algorithm to efficiently
guarantee the compatibility between packages. PyCRE achieves superior
performance on a real-world dataset and efficiently resolves nearly half more
import errors than previous methods.",http://arxiv.org/abs/2201.07029v1,
Triangulating Python Performance Issues with Scalene,Emery D. Berger,"[{'@href': 'http://arxiv.org/abs/2212.07597v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2212.07597v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-12-15T02:56:25Z,"This paper proposes Scalene, a profiler specialized for Python. Scalene
combines a suite of innovations to precisely and simultaneously profile CPU,
memory, and GPU usage, all with low overhead. Scalene's CPU and memory
profilers help Python programmers direct their optimization efforts by
distinguishing between inefficient Python and efficient native execution time
and memory usage. Scalene's memory profiler employs a novel sampling algorithm
that lets it operate with low overhead yet high precision. It also incorporates
a novel algorithm that automatically pinpoints memory leaks, whether within
Python or across the Python-native boundary. Scalene tracks a new metric called
copy volume, which highlights costly copying operations that can occur when
Python silently converts between C and Python data representations, or between
CPU and GPU. Since its introduction, Scalene has been widely adopted, with over
500,000 downloads to date. We present experience reports from developers who
used Scalene to achieve significant performance improvements and memory
savings.",http://arxiv.org/abs/2212.07597v1,
Python bindings for libcloudph++,Dorota Jarecka,"[{'@href': 'http://arxiv.org/abs/1504.01161v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1504.01161v1', '@rel': 'related', '@type': 'application/pdf'}]",2015-04-05T20:58:18Z,"This technical note introduces the Python bindings for libcloudph++. The
libcloudph++ is a C++ library of algorithms for representing atmospheric cloud
microphysics in numerical models. The bindings expose the complete
functionality of the library to the Python users. The bindings are implemented
using the Boost.Python C++ library and use NumPy arrays. This note includes
listings with Python scripts exemplifying the use of selected library
components. An example solution for using the Python bindings to access
libcloudph++ from Fortran is presented.",http://arxiv.org/abs/1504.01161v1,
